Základná škola,Košický,Podhoroď,ZŠ - Podhoroď,Podhoroď 17,9.3
Základná škola,Košický,Porúbka,ZŠ s MŠ - Porúbka,Porúbka 20,12.8
Základná škola,Košický,Remetské Hámre,ZŠ - Remetské Hámre,Remetské Hámre 27,7.5
Základná škola,Košický,Sobrance,"ZŠ - Sobrance, Komenského",Komenského 6,28.5
Základná škola,Košický,Sobrance,"ZŠ - Sobrance, Komenského",Komenského 12,35
Základná škola,Košický,Úbrež,ZŠ s MŠ - Úbrež,Úbrež 141,12.2
Základná škola,Košický,Bracovce,ZŠ s MŠ - Bracovce,Bracovce 26,16
Základná škola,Košický,Veľké Slemence,ZŠ s VJM - V.Slemence,Veľké Slemence 18,14.9
Základná škola,Košický,Vinné,ZŠ s MŠ - Vinné,Vinné 514,11.8
Základná škola,Košický,Zalužice,ZŠ s MŠ - Zalužice,Zalužice 450,13
Základná škola,Košický,Bystrany,ZŠ - Bystrany,Bystrany 13,32.7
Základná škola,Košický,Harichovce,"ZŠ s MŠ - Harichovce, Levočská",Levočská 53,12
Základná škola,Košický,Markušovce,"ZŠ s MŠ - Markušovce, Školská",Školská 16,49.1
Základná škola,Košický,Mlynky,"ZŠ s MŠ - Mlynky, Biele Vody",Biele Vody 266,9.3
Základná škola,Košický,Slovinky,ZŠ - Slovinky,Slovinky 71,11.9
Základná škola,Košický,Spišská Nová Ves,"ZŠ - Spiš.N.V., Nad Medzou",Nad Medzou 1,46.2
Základná škola,Košický,Spišská Nová Ves,"ZŠ - Spiš.N.V., Levočská",Levočská 11,30.7
Základná škola,Košický,Spišská Nová Ves,"ZŠ - Spiš.N.V., Z.Nejedlého",Z. Nejedlého 2,44.6
Základná škola,Košický,Spišská Nová Ves,"ZŠ - Spiš.N.V., Ing.O.Kožucha",Ing. O. Kožucha 11,41.8
Základná škola,Košický,Spišská Nová Ves,"ZŠ - Spiš.N.V., Komenského",Komenského 2,34.4
Základná škola,Košický,Spišský Hrušov,ZŠ - Spiš.Hrušov,Spišský Hrušov 264,16.5
Základná škola,Košický,Košice-Západ,"ZŠ - Košice, Trebišovská",Trebišovská 10,30.4
Základná škola,Košický,Košice-Šaca,"ZŠ - Košice, Mládežnícka",Mládežnícka 3,41.5
Základná škola,Košický,Margecany,"ZŠ s MŠ - Margecany, Školská",Školská 20,12.8
Základná škola,Košický,Prakovce,ZŠ s MŠ - Prakovce,Prakovce 307,21.2
Základná škola,Košický,Veľký Folkmar,ZŠ s MŠ - Veľký Folkmar,Veľký Folkmar 328,11.4
Základná škola,Košický,Jaklovce,"ZŠ - Jaklovce, Školská",Školská 297,13.8
Základná škola,Košický,Mníšek nad Hnilcom,ZŠ - Mníšek nad Hnilcom,Mníšek nad Hnilcom 497,17.3
Základná škola,Košický,Helcmanovce,ZŠ s MŠ - Helcmanovce,Helcmanovce 41,12.9
Základná škola,Košický,Kluknava,ZŠ - Kluknava,Kluknava 43,45.2
Základná škola,Košický,Švedlár,"ZŠ - Švedlár, Školská",Školská 122,20.7
ZŠ I. stupeň,Košický,Vlachovo,"ZŠ s MŠ - Vlachovo, SNP",SNP 239,1
Základná škola,Košický,Nálepkovo,"ZŠ s MŠ - Nálepkovo, Školská",Školská 684,52
Základná škola,Košický,Košice-Dargov. hrdinov,"ZŠ - Košice, Postupimská",Postupimská 37,18.1
Základná škola,Košický,Košice-Dargov. hrdinov,"ZŠ - Košice, Maurerova",Maurerova 21,22.5
Základná škola,Košický,Košice-Dargov. hrdinov,"ZŠ - Košice, Fábryho",Fábryho 44,25.2
Základná škola,Košický,Košice-Dargov. hrdinov,"ZŠ - Košice, Krosnianska",Krosnianska 2,34.9
Základná škola,Košický,Košice-Dargov. hrdinov,"ZŠ - Košice, Krosnianska",Krosnianska 4,42
Obchodná akadémia,Košický,Košice-Staré Mesto,"Súkr.SOŠ ekonom.Tercium - Košice, Palackého",Palackého 14,5.4
Stredná odborná škola,Košický,Košice-Juh,"Súkr. SOŠ PAMIKO - Košice, Kukučínova",Kukučínova 23,6.3
MŠ celodenná starostlivosť,Košický,Košice-Sídlisko Ťahanovce,"Materská škola - Košice, Havanská",Havanská 26,13
MŠ celodenná starostlivosť,Košický,Košice-Sídlisko Ťahanovce,"Materská škola - Košice, Juhoslovanská",Juhoslovanská 4,13.2
Stredná priemyselná škola,Košický,Michalovce,"Súkr. SPŠ odevná - Michalovce, Komenského",Komenského 1,???
Základná škola,Košický,Rakovec nad Ondavou,ZŠ s MŠ - Rakovec nad Ondavou,Rakovec nad Ondavou 2,13.4
ZŠ I. stupeň,Košický,Poráč,ZŠ s MŠ - Poráč,Poráč 125,5
Základná škola,Košický,Košice-Západ,"Súkr. ZŠ - Košice, Slobody",Slobody 1,10
Stredná odborná škola,Košický,Trebišov,"Cirk. SOŠ sv.J. - Trebišov, Komenského",Komenského 1963/10,52.5
Základná škola,Košický,Brzotín,"ZŠ s MŠ - Brzotín, Berzehorská",Berzehorská 154,13.6
MŠ celodenná starostlivosť,Košický,Košice-Juh,"Materská škola - Košice, Smetanova",Smetanova 11,9.3
ZŠ pri zdravotníckom zariadení,Košický,Košice-Západ,"ZŠ s MŠ pri zdrav.zar. - Košice, Trieda SNP",Trieda SNP 1,9.4
Stredná umelecká škola,Košický,Košice-Západ,"Súkr.str.umel.škola fil - Košice, Petzvalova",Petzvalova 2,10.6
MŠ celodenná starostlivosť,Košický,Košice-Sídlisko Ťahanovce,"Materská škola - Košice, Budapeštianska",Budapeštianska 1,10.8
MŠ celodenná starostlivosť,Košický,Košice-Západ,"Materská škola - Košice, Zuzkin park",Zuzkin park 2,8.9
Gymnázium,Košický,Košice-Dargov. hrdinov,"Gymn. sv. E. Steinovej - Košice, Charkovská",Charkovská 1,21.5
Základná škola,Košický,Košice-Nad jazerom,"Súkr. ZŠ - Košice, Dneperská",Dneperská 1,33.1
Základná škola,Košický,Bohdanovce,ZŠ s MŠ - Bohdanovce,Bohdanovce 209,15.8
Gymnázium,Košický,Košice-Sídlisko KVP,"SŠ-Gymnázium sv - Košice, Čordákova",Čordákova 50,22.6
ZŠ I. stupeň,Košický,Krásnohorské Podhradie,"ZŠ s MŠ - Krásnohorské Podhradie, Lipová",Lipová 115,5.8
MŠ celodenná starostlivosť,Košický,Michalovce,"Cirk. materská škola - Michalovce,  J.Švermu",ul. J. Švermu 4,9.7
Hud. a dram. konzervatórium,Košický,Košice-Staré Mesto,"Súkr. konz. - Košice, Zádielska",Zádielska 12,10
Gymnázium,Košický,Košice-Západ,"Súkr. Gymnázium - Košice, Katkin park",Katkin park 2,12
MŠ celodenná starostlivosť,Košický,Košice-Dargov. hrdinov,"Cirk. materská škola - Košice, Krosnianska",Krosnianska 6,6.3
Stredná pedagogická škola,Košický,Košice-Juh,"Katolícka str.pedag.šk. - Košice, Južná trieda",Južná trieda 48,17.3
ZŠ I. stupeň,Košický,Spišské Vlachy,"ZŠ - Spiš.Vlachy, SNP",SNP 13,15.9
MŠ celodenná starostlivosť,Košický,Spišské Vlachy,"Materská škola - Spiš.Vlachy, SNP",SNP 1,9.7
ZŠ I. stupeň,Košický,Kalša,ZŠ s MŠ - Kalša,Kalša 128,2.5
Gymnázium,Košický,Spišská Nová Ves,"Cirkevne Gymnázium - Spiš.N.V., Radničné nám.",Radničné námestie 271/8,8.7
Pedagog. a sociálna akadémia,Košický,Košice-Juh,"Súkr.PaSA - Košice, Požiarnická",Požiarnická 1,10.6
MŠ celodenná starostlivosť,Košický,Krompachy,"Materská škola - Krompachy, Hlavná",Hlavná 3,10.2
MŠ celodenná starostlivosť,Košický,Medzev,"Materská škola - Medzev, Mariánske nám.",Mariánske nám. 35,11
Základná škola,Košický,Košice-Staré Mesto,"Súkr. ZŠ - Košice, Masarykova 19/A",Masarykova 19/A,8.3
Základná škola,Košický,Hrčeľ,"ZŠ s MŠ - Hrčeľ, Hlavná",Hlavná 75,12.7
Stredná odborná škola,Košický,Kráľovský Chlmec,"SOŠ - Kráľovský Chlmec, Rákocziho",Rákocziho 23,36.2
Stredná odborná škola,Košický,Prakovce,SOŠ - Prakovce,Prakovce 282,25.6
Stredná odborná škola,Košický,Sečovce,"SŠ - SOŠ - Sečovce, Kollárova",Kollárova 17,34.6
Stredná odborná škola,Košický,Sobrance,"SOŠ OaSl - Sobrance, Nám.slobody",Námestie slobody 12,24.7
Stredná odborná škola,Košický,Spišská Nová Ves,"SOŠ ekonomická - Spiš.N.V., Stojan",Stojan 1,30.2
ZŠ I. stupeň,Košický,Rudník,ZŠ s MŠ - Rudník,Rudník 205,2.2
ZŠ I. stupeň,Košický,Hraň,"ZŠ s MŠ - Hraň, SNP",SNP 446/178,3.5
ZŠ I. stupeň,Košický,Vojkovce,ZŠ s MŠ - Vojkovce,Vojkovce 112,1
Stredná odborná škola,Košický,Košice-Staré Mesto,"SOŠ Jána Bocatia - Košice, Bocatiova",Bocatiova 1,54.9
Stredná odborná škola,Košický,Košice-Staré Mesto,"SOŠ železničná - Košice, Palackého",Palackého 14,28
Gymnázium,Košický,Košice-Západ,"Súkr. Gymnázium - Košice, Petzvalova",Petzvalova 4,8.9
ZŠ I. stupeň,Košický,Zatín,"ZŠ s MŠ - Zatín, Hlavná",Hlavná 11,1
MŠ celodenná starostlivosť,Košický,Košice-Staré Mesto,"Súkr.materská škola - Košice, Tatranská",Tatranská 10,5.6
MŠ celodenná starostlivosť,Košický,Košice-Západ,"Evanj.materská škola - Košice, Muškátova",Muškátova 7,4
Základná škola,Košický,Košice-Nad jazerom,"Súkr.ZŠ - Košice, Galaktická",Galaktická 9,11.4
Športové gymnázium,Košický,Košice-Juh,"Súkr.šport.Gymnázium - Košice, Užhorodská",Užhorodská 39,24.4
Základná škola,Košický,Košice-Staré Mesto,"Súkr. ZŠ - Košice, Palackého",Palackého 14,5.3
MŠ celodenná starostlivosť,Košický,Čierna nad Tisou,"Materská škola - Čierna nad Tisou, Záhradná",Záhradná 17,6
Stredná odborná škola,Košický,Spišská Nová Ves,"SOŠ drevárska - Spiš.N.V., Filinského",Filinského 7,41
Stredná odborná škola,Košický,Michalovce,"SOŠ technická - Michalovce, Partizánska",Partizánska 1,98.7
ZŠ I. stupeň,Košický,Hatalov,ZŠ s MŠ - Hatalov,Hatalov 183,2.4
ŠZŠ pre žiakov s autizmom,Košický,Košice-Myslava,"Súkr.ZŠ s MŠ- autizmus - Košice, Myslavská",Myslavská 401,13.7
Praktická škola,Košický,Košice-Myslava,"Súkrom. PrŠ - Košice, Myslavská",Myslavská 401,2.7
Základná škola,Košický,Smolník,ZŠ s MŠ - Smolník,Smolník 528,11.8
MŠ celodenná starostlivosť,Košický,Richnava,Materská škola - Richnava,Richnava 260,3.1
Stredná odborná škola,Košický,Moldava nad Bodvou,"SOŠ - Moldava n.B., Hlavná",Hlavná 54,39.3
Stredná odborná škola,Košický,Krompachy,"Súkr.stredná odb.škola - Krompachy, Maurerova",Maurerova 55,28.9
ZŠ I. stupeň,Košický,Olcnava,"ZŠ s MŠ - Olcnava, Lúčna",Lúčna 3,2.6
Základná škola,Košický,Žbince,ZŠ s MŠ - Žbince,Žbince 145,19.9
Základná škola,Košický,Košice-Sídlisko Ťahanovce,"Cirk.ZŠ sMŠ - Košice, Juhoslovanská",Juhoslovanská 2,6.1
Stredná odborná škola,Košický,Strážske,"SOŠ - Strážske, Mierová",Mierová 727,14.9
Hud. a dram. konzervatórium,Košický,Košice-Juh,"Súkr.HaD konzerv - Košice, Požiarnická",Požiarnická 1,50.3
Základná škola,Košický,Sečovce,"Cirk.SŠ - ZŠ - Sečovce, Kollárova",Kollárova 17,9.6
Základná škola,Košický,Košice-Sídlisko Ťahanovce,"ZŠ s MŠ - Košice, Želiarska",Želiarska 4,12
Základná škola,Košický,Spišské Vlachy,"Cirk. SŠ- ZŠ - Spiš.Vlachy, Komenského",Komenského 6,20.8
Špeciálna základná škola,Košický,Kráľovský Chlmec,"Špec. ZŠ - Kráľovský Chlmec, Majlátha",Majlátha 1,14.9
ZŠ I. stupeň,Košický,Dvorníky - Včeláre,"Cirk. ZŠ - Dvorníky - Včeláre, Dvorníky",Dvorníky 88,2.4
Hud. a dram. konzervatórium,Košický,Košice-Dargov. hrdinov,"Konz. - Košice, Exnárova",Exnárova 8,81.6
Gymnázium,Košický,Dobšiná,"SŠ - Gymnázium - Dobšiná, SNP",SNP 607,40
Základná škola,Košický,Rožňava,"SŠ - ZŠ - Rožňava, J.A.Komenského",J. A. Komenského 5,27.1
MŠ celodenná starostlivosť,Košický,Košice-Dargov. hrdinov,"Súkr. materská škola - Košice, Jegorovovo nám.",Jegorovovo námestie 5,1.5
MŠ celodenná starostlivosť,Košický,Košice-Staré Mesto,"Materská škola - Košice, Zádielska",Zádielska 4,15
MŠ celodenná starostlivosť,Košický,Košice-Staré Mesto,"Materská škola - Košice, Rumanova",Rumanova 4,6.5
MŠ celodenná starostlivosť,Košický,Košice-Staré Mesto,"Materská škola - Košice, Jarná",Jarná 4,6.7
Základná škola,Košický,Krompachy,"ZŠ s MŠ - Krompachy, Maurerova",Maurerova 14,26.3
Základná škola,Košický,Krompachy,"ZŠ s MŠ - Krompachy, SNP",SNP 47,18.6
Stredná odborná škola,Košický,Košice-Nad jazerom,"Súkr. SOŠ - Košice, Dneperská",Dneperská 1,4.1
Základná škola,Košický,Malčice,"ZŠ - Malčice, Hlavná",Hlavná 175,28.4
MŠ celodenná starostlivosť,Košický,Kráľovský Chlmec,"Materská škola - Kráľovský Chlmec, L.Kossutha",L. Kossutha 1272/103,16
Gymnázium,Košický,Košice-Staré Mesto,"Premonštrátske gymnáziu - Košice, Kováčska",Kováčska 28,2.8
Stredná odborná škola,Košický,Malčice,"Súkr.SOŠ Nová cesta - Malčice, Hlavná",Hlavná 265,5.4
Základná škola,Košický,Drienovec,ZŠ - Drienovec,Drienovec 44,23.4
Základná škola,Košický,Košice-Sídlisko KVP,"Súkr.SŠ - ZŠ - Košice, Starozagorská",Starozagorská 8,15.9
MŠ celodenná starostlivosť,Košický,Košice-Dargov. hrdinov,"Evanjel. materská škola - Košice, Exnárova",Exnárova 10,3.3
MŠ celodenná starostlivosť,Košický,Ruskov,Materská škola - Ruskov,Ruskov 280,8
MŠ celodenná starostlivosť,Košický,Valaliky,"Materská škola - Valaliky, Poľná",Poľná 4,12.3
MŠ celodenná starostlivosť,Košický,Sobrance,"Materská škola - Sobrance, Gagarinova 916/2A",Gagarinova 916/2A,16
Špeciálna základná škola,Košický,Spišská Nová Ves,"SŠ sv.MMK - ŠZŠ - Spiš.N.V., Gaštanová",Gaštanová 11,15.2
MŠ celodenná starostlivosť,Košický,Smižany,"Cirk. materská škola - Smižany, Smreková",Smreková 38,0.3
Základná škola,Košický,Košice-Juh,"Súkr. ZŠ - Košice, Užhorodská",Užhorodská 39,0.4
MŠ celodenná starostlivosť,Košický,Sobrance,"Súkr. MŠ ELBA - Sobrance, Kpt.Nálepku",Kpt. Nálepku 2,2.4
Hotelová akadémia,Košický,Michalovce,"Súkr. HA - Dufincova - Michalovce, Komenského",Komenského 1,7
Základná škola,Košický,Košice-Západ,"Súkr. ZŠ - Košice, Tr.SNP",Tr. SNP 104,14.5
MŠ celodenná starostlivosť,Košický,Košice-Západ,"Súkr.materská škola - Košice, Starozagorská",Starozagorská 8,3.8
MŠ poldenná starostlivosť,Košický,Bretka,Materská škola - Bretka,Bretka 56,1.5
MŠ celodenná starostlivosť,Košický,Košice-Sever,"Materská škola - Košice, Obrancov mieru",Obrancov mieru 16,378.2
MŠ celodenná starostlivosť,Košický,Košice-Sever,"Materská škola - Košice, Polianska",Polianska 4,378.2
MŠ celodenná starostlivosť,Košický,Košice-Sever,"Materská škola - Košice, Obrancov mieru",Obrancov mieru 20,378.2
MŠ celodenná starostlivosť,Košický,Košice-Sever,"Materská škola - Košice, Park mládeže",Park mládeže 4,378.2
MŠ celodenná starostlivosť,Košický,Košice-Juh,"Materská škola - Košice, Žižkova",Žižkova 4,378.2
MŠ celodenná starostlivosť,Košický,Košice-Sever,"Materská škola - Košice, Němcovej",Němcovej 4,378.2
MŠ celodenná starostlivosť,Košický,Košice-Sever,"Materská škola - Košice, Watsonova",Watsonova 2,378.2
MŠ celodenná starostlivosť,Košický,Košice-Západ,"Materská škola - Košice, Hronská",Hronská 7,378.2
MŠ celodenná starostlivosť,Košický,Košice-Lorinčík,"Materská škola - Košice, Lorinčík",Lorinčík 15,378.2
MŠ celodenná starostlivosť,Košický,Košice-Západ,"Materská škola - Košice, Ipeľská",Ipeľská 10,378.2
MŠ celodenná starostlivosť,Košický,Košice-Západ,"Materská škola - Košice, Bernolákova",Bernolákova 14,378.2
MŠ celodenná starostlivosť,Košický,Košice-Pereš,"Materská škola - Košice, Bystrická",Bystrická 34,378.2
MŠ celodenná starostlivosť,Košický,Košice-Dargov. hrdinov,"Materská škola - Košice, Ovručská",Ovručská 14,378.2
MŠ celodenná starostlivosť,Košický,Košice-Barca,"Materská škola - Košice, Hečkova",Hečkova 13,378.2
MŠ celodenná starostlivosť,Košický,Košice-Kavečany,"Materská škola - Košice, Budanova",Budanova 6,378.2
MŠ celodenná starostlivosť,Košický,Košice-Košická Nová Ves,"Materská škola - Košice, Poľná",Poľná 1,378.2
MŠ celodenná starostlivosť,Košický,Košice-Poľov,"Materská škola - Košice, Kovaľská 12/A",Kovaľská 12/A,378.2
MŠ celodenná starostlivosť,Košický,Košice-Šebastovce,"Materská škola - Košice, Repíková",Repíková 58,378.2
MŠ pri základnej škole,Košický,Košice-Sídlisko Ťahanovce,"Materská škola pri ZŠ - Košice, Želiarska",Želiarska 4,5.6
MŠ celodenná starostlivosť,Košický,Bačkovík,Materská škola - Bačkovík,Bačkovík 63,2
MŠ celodenná starostlivosť,Košický,Beniakovce,Materská škola - Beniakovce,Beniakovce 95,2
MŠ pri základnej škole,Košický,Bohdanovce,EP - ZŠsMŠ (MŠ) - Bohdanovce,Bohdanovce 60,6
MŠ celodenná starostlivosť,Košický,Boliarov,Materská škola - Boliarov,Boliarov 50,2
MŠ pri základnej škole,Košický,Budimír,Materská škola pri  ZŠ - Budimír,Budimír 11,3.6
MŠ celodenná starostlivosť,Košický,Buzica,Materská škola - Buzica,Buzica 257,2
MŠ celodenná starostlivosť,Košický,Čakanovce,Materská škola - Čakanovce,Čakanovce 80,3.2
MŠ celodenná starostlivosť,Košický,Čižatice,Materská škola - Čižatice,Čižatice 66,1.3
MŠ celodenná starostlivosť,Košický,Drienovec,Materská škola - Drienovec,Drienovec 313,???
MŠ celodenná starostlivosť,Košický,Kostoľany nad Hornádom,"Materská škola - Kostoľany n.H., Košická",Košická 34,4.7
MŠ celodenná starostlivosť,Košický,Družstevná pri Hornáde,"Materská škola - Družstevná pri Hornáde, Prešovská",Prešovská 48,3.9
MŠ celodenná starostlivosť,Košický,Ďurďošík,Materská škola - Ďurďošík,Ďurďošík 69,1.4
MŠ celodenná starostlivosť,Košický,Ďurkov,Materská škola - Ďurkov,Ďurkov 273,4
MŠ celodenná starostlivosť,Košický,Geča,"Materská škola - Geča, Kostolná",Kostolná 10,4
MŠ celodenná starostlivosť,Košický,Gyňov,"Materská škola - Gyňov, Malogyňovská",Malogyňovská 71,2
MŠ celodenná starostlivosť,Košický,Haniska,Materská škola - Haniska,Haniska 295,4
MŠ celodenná starostlivosť,Košický,Sokoľany,Materská škola - Sokoľany,Sokoľany 148,2
MŠ celodenná starostlivosť,Košický,Hýľov,Materská škola - Hýľov,Hýľov 44,2
MŠ celodenná starostlivosť,Košický,Janík,Materská škola - Janík,Janík 28,2.7
MŠ celodenná starostlivosť,Košický,Jasov,"Materská škola - Jasov, Hlavná",Hlavná 46,7.3
MŠ pri základnej škole I. st.,Košický,Kalša,Materská škola pri ZŠ - Kalša,Kalša 128,2.7
MŠ celodenná starostlivosť,Košický,Kecerovce,Materská škola - Kecerovce,Kecerovce 31,2
MŠ celodenná starostlivosť,Košický,Kokšov - Bakša,Materská škola - Kokšov - Bakša,Kokšov - Bakša 178,3
MŠ celodenná starostlivosť,Košický,Košická Belá,Materská škola - Košická Belá,Košická Belá 236,3.6
MŠ celodenná starostlivosť,Košický,Košická Polianka,Materská škola - Košická Polianka,Košická Polianka 122,2.3
MŠ celodenná starostlivosť,Košický,Košické Oľšany,Materská škola - Košické Oľšany,Košické Oľšany 133,2
MŠ celodenná starostlivosť,Košický,Košický Klečenov,Materská škola - Košický Klečenov,Košický Klečenov 43,1.2
MŠ celodenná starostlivosť,Košický,Kráľovce,Materská škola - Kráľovce,Kráľovce 86,2
MŠ celodenná starostlivosť,Košický,Kysak,Materská škola - Kysak,Kysak 210,4
MŠ celodenná starostlivosť,Košický,Malá Ida,"Materská škola - Malá Ida, Školská",Školská 5,5
MŠ celodenná starostlivosť,Košický,Moldava nad Bodvou,"Materská škola - Moldava n.B., Hviezdoslavova",Hviezdoslavova 17,26
MŠ celodenná starostlivosť,Košický,Moldava nad Bodvou,"Materská škola s vjm - Moldava n.B., Čsl.armády",Československej armády 22,26
MŠ celodenná starostlivosť,Košický,Moldava nad Bodvou,"Materská škola - Moldava n.B., Krátka",Krátka 10,26
